,Run,precision,recall,f1-score,support
weighted avg,94,0.7229882677708765,0.7142857142857143,0.7091965811965811,105.0
Leve,95,0.7586206896551724,0.8148148148148148,0.7857142857142857,27.0
Moderada,95,0.0,0.0,0.0,3.0
Muito leve,95,0.7272727272727273,0.7272727272727273,0.7272727272727273,33.0
Muito severo,95,0.0,0.0,0.0,1.0
Sadia,95,0.8275862068965517,0.8,0.8135593220338984,30.0
Severo,95,0.6153846153846154,0.7272727272727273,0.6666666666666666,11.0
accuracy,95,0.7428571428571429,0.7428571428571429,0.7428571428571429,0.7428571428571429
macro avg,95,0.4881440398681778,0.5115600448933783,0.49886883361459633,105.0
weighted avg,95,0.7245673866363522,0.7428571428571429,0.7328990353203427,105.0
Leve,96,0.6785714285714286,0.7037037037037037,0.6909090909090909,27.0
Moderada,96,0.0,0.0,0.0,3.0
Muito leve,96,0.6842105263157895,0.7878787878787878,0.7323943661971831,33.0
Muito severo,96,0.0,0.0,0.0,1.0
Sadia,96,0.8928571428571429,0.8333333333333334,0.8620689655172413,30.0
Severo,96,0.7,0.6363636363636364,0.6666666666666666,11.0
accuracy,96,0.7333333333333333,0.7333333333333333,0.7333333333333333,0.7333333333333333
macro avg,96,0.49260651629072677,0.49354657687991016,0.492006514881697,105.0
weighted avg,96,0.7179627640529898,0.7333333333333333,0.7239901127419339,105.0
Leve,97,0.7692307692307693,0.7407407407407407,0.7547169811320755,27.0
Moderada,97,0.0,0.0,0.0,3.0
Muito leve,97,0.7741935483870968,0.7272727272727273,0.75,33.0
Muito severo,97,0.0,0.0,0.0,1.0
Sadia,97,0.7941176470588235,0.9,0.84375,30.0
Severo,97,0.6153846153846154,0.7272727272727273,0.6666666666666666,11.0
accuracy,97,0.7523809523809524,0.7523809523809524,0.7523809523809524,0.7523809523809524
macro avg,97,0.49215443001021747,0.5158810325476991,0.5025222746331236,105.0
weighted avg,97,0.7324797909238138,0.7523809523809524,0.7406970649895178,105.0
Leve,98,0.7419354838709677,0.8518518518518519,0.7931034482758621,27.0
Moderada,98,0.0,0.0,0.0,3.0
Muito leve,98,0.75,0.7272727272727273,0.7384615384615385,33.0
Muito severo,98,0.0,0.0,0.0,1.0
Sadia,98,0.8571428571428571,0.8,0.8275862068965517,30.0
Severo,98,0.6923076923076923,0.8181818181818182,0.75,11.0
accuracy,98,0.7619047619047619,0.7619047619047619,0.7619047619047619,0.7619047619047619
macro avg,98,0.5068976722202528,0.5328843995510663,0.5181918656056587,105.0
weighted avg,98,0.7439231275636805,0.7619047619047619,0.7510534293292915,105.0
Leve,99,0.71875,0.8518518518518519,0.7796610169491526,27.0
Moderada,99,0.0,0.0,0.0,3.0
Muito leve,99,0.7272727272727273,0.7272727272727273,0.7272727272727273,33.0
Muito severo,99,0.0,0.0,0.0,1.0
Sadia,99,0.8333333333333334,0.8333333333333334,0.8333333333333334,30.0
Severo,99,0.8,0.7272727272727273,0.7619047619047619,11.0
accuracy,99,0.7619047619047619,0.7619047619047619,0.7619047619047619,0.7619047619047619
macro avg,99,0.5132260101010101,0.5232884399551067,0.5170286399099958,105.0
weighted avg,99,0.735297619047619,0.7619047619047619,0.7469695222721858,105.0
Leve,100,0.7,0.7777777777777778,0.7368421052631579,27.0
Moderada,100,0.0,0.0,0.0,3.0
Muito leve,100,0.6857142857142857,0.7272727272727273,0.7058823529411765,33.0
Muito severo,100,0.0,0.0,0.0,1.0
Sadia,100,0.8333333333333334,0.8333333333333334,0.8333333333333334,30.0
Severo,100,0.8,0.7272727272727273,0.7619047619047619,11.0
accuracy,100,0.7428571428571429,0.7428571428571429,0.7428571428571429,0.7428571428571429
macro avg,100,0.5031746031746032,0.5109427609427609,0.506327092240405,105.0
weighted avg,100,0.7174149659863945,0.7428571428571429,0.7292362559058712,105.0
